6.565	-4760.169
7.426	-5027.809
8.117	-5136.966
8.149	-5146.954
8.308	-5233.334
8.541	-5309.361
8.762	-5381.910
8.867	-5416.572
8.951	-5410.355
9.089	-5465.208
9.132	-5495.846
9.153	-5535.295
9.137	-5523.237
9.152	-5574.322
9.135	-5556.128
9.249	-5616.330
9.372	-5635.544
9.404	-5554.021
9.435	-5617.485
9.412	-5657.770
9.468	-5675.586
9.661	-5746.098
9.692	-5730.208
9.803	-5777.715
9.894	-5838.570
9.841	-5811.388
9.860	-5762.801
9.821	-5828.836
10.019	-5788.041
10.232	-5822.977
10.244	-5819.364
10.228	-5799.391
10.153	-5784.190
10.168	-5805.426
10.123	-5844.176
10.278	-5822.996
10.274	-5842.879
10.324	-5827.686
10.252	-5837.895
10.475	-5836.716
10.613	-5867.478
10.707	-5868.661
10.739	-5879.922
10.661	-5827.036
10.737	-5839.570
10.873	-5901.747
10.948	-5938.646
10.896	-5931.243
10.987	-5860.781
10.910	-5896.787
10.966	-5916.212
10.925	-5933.752
10.918	-5857.735
11.044	-5982.478
11.076	-5947.593
11.058	-6002.952
10.981	-6030.511
10.950	-5944.217
11.017	-5945.496
10.944	-5983.878
10.936	-5921.692
10.923	-5967.029
10.884	-5950.623
10.886	-5901.793
10.869	-5926.620
10.867	-6007.748
10.793	-5958.184
10.853	-5998.495
10.870	-5967.987
10.877	-5938.789
10.825	-5948.981
10.830	-5968.951
10.737	-5956.697
10.784	-6032.247
10.777	-5912.122
10.828	-5967.163
10.814	-5963.982
10.785	-5941.893
10.797	-5978.544
10.851	-6060.587
10.854	-5953.262
10.851	-6060.788
10.883	-6040.074
10.901	-6017.251
10.868	-5979.556
10.882	-5986.596
10.887	-6045.006
10.876	-5982.075
10.889	-5990.712
10.923	-6049.664
10.916	-6019.705
10.975	-6041.675
10.924	-5995.017
10.925	-6007.245
10.893	-6036.488
10.865	-6024.281
10.958	-6078.205
10.865	-5976.287
10.808	-6014.332
10.914	-6035.170
10.887	-6030.498
10.891	-5997.922
10.942	-6042.667
10.955	-6039.830
10.928	-5975.464
10.970	-6027.249
10.943	-6008.311
10.967	-5972.502
11.018	-6036.143
10.972	-6062.991
10.986	-6109.065
10.980	-6113.604
10.945	-6094.894
10.987	-6106.868
10.957	-6081.538
10.973	-6065.580
11.020	-6081.874
10.963	-6047.946
10.975	-6079.299
10.945	-6154.050
10.892	-6081.994
10.930	-6055.993
10.952	-6120.292
10.954	-6033.230
10.892	-6063.740
10.917	-6049.382
10.976	-6048.634
10.927	-6032.378
10.888	-5957.522
10.934	-6033.357
10.939	-6097.011
10.972	-6037.898
10.990	-6028.091
10.980	-6109.159
11.023	-6009.450
11.015	-6029.657
11.002	-6005.913
10.996	-6004.301
10.962	-6022.902
10.951	-5970.815
10.985	-5983.623
11.004	-5982.852
10.992	-5993.710
11.075	-6003.456
11.038	-6080.696
10.976	-6005.837
11.045	-6091.158
11.005	-6079.921
11.052	-6041.740
11.106	-6031.425
10.994	-6033.057
11.039	-6110.831
10.994	-6047.081
10.987	-6073.184
11.021	-6089.431
11.027	-6047.818
11.094	-6100.781
11.092	-6082.516
11.035	-6066.233
11.063	-6102.443
11.035	-6071.775
11.051	-6132.947
11.062	-6053.837
11.096	-6052.511
11.105	-6071.279
11.026	-6104.061
10.979	-6028.945
11.073	-6060.895
11.075	-6073.290
11.049	-6036.694
11.005	-6012.713
11.036	-6057.150
10.968	-6046.071
10.931	-6054.944
10.962	-6067.050
10.959	-6089.075
10.959	-6002.403
10.939	-6078.276
10.953	-6059.997
10.945	-6078.296
10.935	-6043.338
10.938	-6018.387
10.982	-6032.605
10.927	-6097.115
10.958	-6072.507
10.973	-6142.452
10.976	-6192.452
11.007	-6119.110
10.969	-6133.246
10.960	-6150.643
11.054	-6127.517
11.052	-6066.725
11.024	-6153.790
10.921	-6097.471
11.016	-6119.719
10.944	-6160.498
10.922	-6142.068
10.906	-6157.898
11.041	-6077.612
10.983	-6171.356
10.963	-6150.508
10.971	-6155.030
10.994	-6133.460
11.031	-6228.199
10.998	-6194.398
11.010	-6170.956
11.038	-6173.564
11.017	-6136.655
11.044	-6196.499
11.044	-6124.285
11.028	-6136.264
11.047	-6211.350
11.037	-6186.680
11.089	-6186.118
11.079	-6173.450
11.102	-6140.969
11.158	-6158.383
11.050	-6160.344
11.089	-6109.748
11.072	-6140.124
11.089	-6179.336
11.061	-6188.283
11.068	-6150.399
11.140	-6125.746
11.156	-6159.876
11.165	-6154.558
11.206	-6202.111
11.231	-6164.051
11.268	-6200.241
11.191	-6171.309
11.182	-6170.205
11.168	-6119.770
11.179	-6121.457
11.184	-6159.915
11.157	-6204.724
11.198	-6177.486
11.192	-6168.102
11.197	-6120.681
11.233	-6110.327
11.257	-6087.781
11.264	-6101.051
11.240	-6123.831
11.291	-6167.528
11.274	-6129.643
11.332	-6185.745
11.303	-6189.034
11.321	-6171.318
11.288	-6166.096
11.307	-6138.865
11.294	-6159.159
11.270	-6116.477
11.271	-6163.755
11.229	-6127.808
11.184	-6164.964
11.153	-6109.331
11.116	-6179.016
11.139	-6134.347
11.186	-6147.220
11.134	-6168.471
11.139	-6166.364
11.176	-6192.869
11.173	-6166.336
11.204	-6138.614
11.143	-6175.747
11.151	-6184.799
11.075	-6165.949
11.137	-6156.277
11.153	-6238.311
11.152	-6193.596
11.172	-6205.571
11.172	-6189.984
11.090	-6210.155
11.156	-6214.571
11.139	-6168.938
11.156	-6247.414
11.077	-6175.204
11.101	-6194.036
11.173	-6174.249
11.146	-6163.822
11.175	-6152.204
11.144	-6123.413
11.160	-6215.173
11.134	-6119.168
11.106	-6152.877
11.098	-6158.485
11.102	-6225.286
11.154	-6180.887
11.115	-6169.513
11.139	-6185.880
11.180	-6145.888
11.152	-6190.342
11.100	-6216.120
11.096	-6232.917
11.145	-6196.299
11.057	-6214.994
11.076	-6218.754
11.148	-6287.614
11.122	-6253.789
11.153	-6229.777
11.156	-6285.654
